Transaction ID,Customer ID,Gender,Age,Product Category,Price per Unit,Geography,Product name,Salesperson,Profit,Total Amount,Quantity,Order Date,Ship Date
409733,CUST9574,Male,39,Phones,98.1,"United States,San Francisco,California",Geemarc AmpliPOWER60,Fiona Green,75.17,668.16,9,2023-07-18,2023-07-21
961280,CUST7318,Female,62,Paper,16.05,"United States,Los Angeles,California",Xerox 1929,Fiona Green,31.52,68.52,3,2023-03-23,2023-03-27
513580,CUST9878,Male,20,Storage,178.35,"United States,Los Angeles,California",2300 Heavy-Duty Transfer File Systems by Perma,Diana Patel,14.24,74.94,3,2023-08-03,2023-08-07
209190,CUST5791,Female,53,Machines,89.52,"United States,Los Angeles,California",Zebra GX420t Direct Thermal/Thermal Transfer Printer,Hannah Brown,286.71,2548.56,6,2023-08-01,2023-08-07
557444,CUST9823,Male,19,Envelopes,92.43,"United States,Los Angeles,California",Tyvek Side-Opening Peel & Seel Expanding Envelopes,Bob Smith,122.15,271.44,3,2023-03-22,2023-03-26
954432,CUST5063,Male,62,Phones,57.39,"United States,Los Angeles,California",Cisco SPA 502G IP Phone,Diana Patel,35.99,287.88,3,2023-06-13,2023-06-18
975893,CUST1173,Male,21,Binders,75.05,"United States,Missoula,Montana",Ibico Hi-Tech Manual Binding System,Ethan Wright,152.5,487.98,2,2023-12-13,2023-12-18
130061,CUST2636,Female,27,Storage,96.45,"United States,Los Angeles,California",Recycled Steel Personal File for Hanging File Folders,Hannah Brown,28.62,114.46,2,2023-11-11,2023-11-16
648913,CUST4248,Male,61,Art,36.75,"United States,Oakland,California",Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Hannah Brown,10.03,34.58,1,2023-06-13,2023-06-18
425900,CUST2569,Male,33,Accessories,28.32,"United States,Fresno,California",Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,George Lee,118.98,349.95,5,2023-04-17,2023-04-20
980081,CUST3850,Female,30,Phones,28.44,"United States,Fresno,California",netTALK DUO VoIP Telephone Service,George Lee,141.72,377.93,9,2024-04-12,2024-04-18
308552,CUST1789,Male,37,Furnishings,34.43,"United States,Seattle,Washington",24-Hour Round Wall Clock,Alice Johnson,34.37,79.92,4,2024-10-31,2024-11-03
673243,CUST8922,Male,60,Accessories,82.21,"United States,Seattle,Washington",Logitech Media Keyboard K200,Fiona Green,13.3,69.98,2,2023-04-23,2023-04-30
388774,CUST1915,Male,41,Furnishings,38.27,"United States,Longview,Washington","DAX Value U-Channel Document Frames, Easel Back",Alice Johnson,7.7,24.85,5,2025-02-27,2025-03-04
369521,CUST4882,Male,33,Binders,26.31,"United States,Los Angeles,California",Wilson Jones Active Use Binders,Hannah Brown,4.22,11.65,2,2025-02-20,2025-02-23
529070,CUST5867,Female,21,Accessories,28.74,"United States,Los Angeles,California",ImationÂ 8GB Mini TravelDrive USB 2.0Â Flash Drive,George Lee,11.77,90.57,3,2023-03-25,2023-03-31
140624,CUST2498,Male,19,Chairs,65.85,"United States,San Diego,California",Global Super Steno Chair,Ethan Wright,-5.76,153.57,2,2024-10-01,2024-10-07
714624,CUST2693,Male,43,Chairs,56.0,"United States,San Diego,California",Global Ergonomic Managers Chair,Charlie Davis,76.01,1013.49,7,2023-10-08,2023-10-14
947419,CUST7838,Female,43,Furnishings,83.47,"United States,Seattle,Washington","Contract Clock, 14"", Brown",Ethan Wright,37.37,109.9,5,2024-03-18,2024-03-21
877177,CUST1681,Female,45,Paper,17.57,"United States,Seattle,Washington",Xerox 218,Alice Johnson,6.22,12.96,2,2024-04-19,2024-04-24
193964,CUST7969,Male,49,Labels,53.61,"United States,San Diego,California",Avery 475,Ethan Wright,22.2,44.4,3,2025-02-25,2025-03-01
328932,CUST6656,Male,49,Labels,83.89,"United States,San Diego,California",Avery 476,Ethan Wright,9.5,20.65,5,2024-03-18,2024-03-23
124938,CUST4798,Male,58,Furnishings,55.59,"United States,Los Angeles,California","DAX Cubicle Frames, 8-1/2 x 11",Ethan Wright,21.6,59.99,7,2024-01-06,2024-01-12
722436,CUST8488,Female,37,Art,92.54,"United States,Los Angeles,California",Newell 345,Charlie Davis,10.32,39.68,2,2025-03-03,2025-03-06
664251,CUST2751,Female,29,Binders,28.68,"United States,San Francisco,California",Heavy-Duty E-Z-D Binders,Charlie Davis,5.89,17.46,2,2024-10-16,2024-10-21
173148,CUST6432,Male,55,Storage,181.63,"United States,San Francisco,California","File Shuttle II and Handi-File, Black",Fiona Green,76.25,305.01,9,2025-01-21,2025-01-25
917873,CUST8686,Male,44,Binders,69.91,"United States,San Francisco,California",GBC Wire Binding Strips,Charlie Davis,17.77,50.78,2,2023-11-22,2023-11-28
356679,CUST5277,Female,52,Labels,13.87,"United States,San Francisco,California",Avery 512,Fiona Green,12.22,26.01,9,2024-05-23,2024-05-27
488159,CUST9045,Male,26,Chairs,90.87,"United States,Seattle,Washington",Global Deluxe High-Back Office Chair in Storm,Diana Patel,-59.84,435.17,4,2025-03-09,2025-03-14
985488,CUST9338,Female,61,Bookcases,306.32,"United States,Seattle,Washington",O'Sullivan 2-Shelf Heavy-Duty Bookcases,Alice Johnson,7.77,48.58,1,2023-08-02,2023-08-05
792666,CUST9840,Male,22,Phones,54.41,"United States,Los Angeles,California",AT&T 1080 Phone,Alice Johnson,8.22,109.59,1,2024-04-18,2024-04-21
207726,CUST9997,Female,47,Paper,12.78,"United States,Los Angeles,California",Staples,Fiona Green,27.78,56.7,5,2023-05-18,2023-05-21
387694,CUST6986,Female,35,Paper,5.25,"United States,Los Angeles,California",Xerox 1883,George Lee,48.54,105.52,4,2024-08-07,2024-08-10
520874,CUST7839,Female,55,Furnishings,22.48,"United States,Sierra Vista,Arizona",Nu-Dell Float Frame 11 x 14 1/2,George Lee,3.95,14.37,2,2024-04-11,2024-04-16
322441,CUST9817,Female,51,Storage,128.54,"United States,Los Angeles,California",Safco Commercial Shelving,Fiona Green,3.72,93.02,2,2023-07-01,2023-07-04
412510,CUST1257,Female,21,Labels,83.94,"United States,San Diego,California",Avery 508,Charlie Davis,7.22,14.73,3,2024-02-26,2024-03-04
810600,CUST3011,Female,44,Storage,59.33,"United States,San Diego,California","Fellowes Mobile File Cart, Black",Fiona Green,50.37,186.54,3,2024-01-18,2024-01-25
707182,CUST9839,Male,65,Tables,67.77,"United States,San Diego,California",Chromcraft Round Conference Tables,Ethan Wright,6.97,557.73,4,2024-05-30,2024-06-06
564750,CUST1618,Male,43,Phones,76.51,"United States,San Diego,California",Anker Astro 15000mAh USB Portable Charger,George Lee,-31.99,159.97,4,2023-04-16,2023-04-23
683111,CUST8000,Female,56,Phones,30.97,"United States,Los Angeles,California",Motorola L703CM,Bob Smith,39.0,623.96,5,2023-10-01,2023-10-04
514963,CUST9958,Male,52,Accessories,64.93,"United States,San Francisco,California",Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Bob Smith,39.59,89.97,3,2024-04-13,2024-04-19
324327,CUST3763,Male,23,Accessories,62.87,"United States,San Francisco,California",Maxell 4.7GB DVD+RW 3/Pack,George Lee,11.15,31.86,2,2023-10-16,2023-10-19
746149,CUST5791,Female,57,Paper,13.47,"United States,Los Angeles,California",Tops Green Bar Computer Printout Paper,George Lee,73.41,146.82,3,2024-03-29,2024-04-03
483746,CUST6697,Male,62,Paper,10.72,"United States,San Francisco,California",Xerox 1880,Alice Johnson,33.31,70.88,2,2024-12-21,2024-12-27
791139,CUST1990,Male,45,Accessories,71.91,"United States,Los Angeles,California",SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Hannah Brown,0.78,12.99,1,2025-03-03,2025-03-10
210649,CUST2542,Male,59,Binders,94.69,"United States,Los Angeles,California","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",George Lee,6.5,18.56,4,2024-10-04,2024-10-11
549834,CUST3768,Male,64,Storage,156.07,"United States,Los Angeles,California",Fellowes Officeware Wire Shelving,Charlie Davis,8.98,449.15,5,2023-12-22,2023-12-27
604145,CUST1951,Female,60,Binders,11.17,"United States,Los Angeles,California",Avery Heavy-Duty EZD  Binder With Locking Rings,Charlie Davis,10.94,31.25,7,2024-08-26,2024-09-01
977264,CUST3250,Female,65,Phones,57.35,"United States,Los Angeles,California",AT&T 1070 Corded Phone,Alice Johnson,55.75,445.96,5,2023-08-26,2023-08-30
810193,CUST4632,Female,32,Accessories,30.94,"United States,Los Angeles,California",Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Ethan Wright,15.22,36.24,1,2023-10-14,2023-10-19
143486,CUST7577,Male,51,Fasteners,85.43,"United States,Los Angeles,California","Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Charlie Davis,5.01,10.65,3,2025-02-01,2025-02-05
790463,CUST5258,Male,53,Phones,59.13,"United States,Denver,Colorado",RCA ViSYS 25423RE1 Corded phone,Fiona Green,14.0,159.98,2,2024-01-10,2024-01-17
519170,CUST8181,Male,56,Supplies,97.76,"United States,San Francisco,California","Elite 5"" Scissors",Bob Smith,7.61,25.35,3,2024-07-04,2024-07-07
763919,CUST6488,Female,21,Furnishings,72.77,"United States,San Francisco,California","Executive Impressions 10"" Spectator Wall Clock",Alice Johnson,12.0,35.28,3,2023-04-22,2023-04-26
582759,CUST4375,Male,37,Art,72.18,"United States,San Diego,California",Berol Giant Pencil Sharpener,Bob Smith,4.93,16.99,1,2023-11-11,2023-11-17
766802,CUST3285,Female,34,Binders,11.64,"United States,Glendale,Arizona","GBC Standard Recycled Report Covers, Clear Plastic Sheets",Bob Smith,-7.11,9.7,3,2024-09-21,2024-09-25
138020,CUST1541,Male,34,Paper,10.24,"United States,Los Angeles,California",Rediform Voice Mail Log Books,Fiona Green,7.15,14.9,5,2024-10-11,2024-10-16
899314,CUST8408,Male,52,Phones,32.09,"United States,Los Angeles,California",Apple iPhone 5,Ethan Wright,363.9,4158.91,8,2024-04-17,2024-04-24
749828,CUST4862,Female,29,Accessories,61.6,"United States,Los Angeles,California",Kingston Digital DataTraveler 16GB USB 2.0,Bob Smith,5.1,26.85,3,2024-03-23,2024-03-27
674421,CUST1835,Female,24,Machines,25.86,"United States,Los Angeles,California",Okidata MB760 Printer,Charlie Davis,377.73,3357.6,3,2024-07-28,2024-08-02
811381,CUST5925,Male,21,Storage,118.66,"United States,Glendale,Arizona","Mini 13-1/2 Capacity Data Binder Rack, Pearl",Alice Johnson,6.54,104.7,1,2024-05-08,2024-05-15
583849,CUST6859,Male,32,Storage,142.69,"United States,San Francisco,California","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Fiona Green,6.77,676.55,5,2023-11-01,2023-11-07
494369,CUST7083,Female,65,Appliances,337.61,"United States,San Francisco,California",Euro-Pro Shark Turbo Vacuum,Hannah Brown,40.27,154.9,5,2024-05-18,2024-05-21
538213,CUST8046,Female,24,Envelopes,22.26,"United States,San Francisco,California",Security-Tint Envelopes,Diana Patel,14.97,30.56,4,2024-11-01,2024-11-04
413692,CUST8591,Male,51,Chairs,21.09,"United States,San Francisco,California",Hon 4070 Series Pagoda Round Back Stacking Chairs,Hannah Brown,77.04,770.35,3,2024-03-28,2024-04-04
149427,CUST5115,Female,54,Paper,12.12,"United States,Los Angeles,California",Hammermill Color Copier Paper (28Lb. and 96 Bright),Ethan Wright,8.99,19.98,2,2025-01-08,2025-01-14
659730,CUST5078,Female,60,Appliances,398.4,"United States,Scottsdale,Arizona",Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Charlie Davis,17.77,157.92,5,2024-01-09,2024-01-12
823606,CUST7958,Female,38,Phones,49.65,"United States,Scottsdale,Arizona",Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,Diana Patel,15.24,203.18,2,2023-08-09,2023-08-16
132533,CUST6323,Female,48,Furnishings,95.25,"United States,San Francisco,California","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Bob Smith,7.35,28.28,2,2024-03-17,2024-03-23
600199,CUST3070,Female,42,Supplies,34.74,"United States,San Francisco,California",High Speed Automatic Electric Letter Opener,Bob Smith,196.5,4912.59,3,2023-06-12,2023-06-15
433123,CUST1408,Female,48,Binders,57.94,"United States,Riverside,California",Cardinal EasyOpen D-Ring Binders,Charlie Davis,19.19,51.18,7,2023-08-13,2023-08-16
641131,CUST9927,Male,58,Chairs,32.67,"United States,Seattle,Washington","Global High-Back Leather Tilter, Burgundy",Hannah Brown,-22.14,196.78,2,2024-05-30,2024-06-03
653399,CUST9975,Male,47,Binders,43.26,"United States,Redwood City,California",Wilson Jones Leather-Like Binders with DublLock Round Rings,George Lee,14.14,41.9,6,2024-06-28,2024-07-02
186139,CUST3564,Female,47,Binders,11.77,"United States,San Francisco,California",Avery Round Ring Poly Binders,Charlie Davis,1.65,4.54,2,2024-11-16,2024-11-20
388799,CUST7642,Female,45,Chairs,67.31,"United States,San Francisco,California",Global Comet Stacking Arm Chair,Fiona Green,84.5,1352.03,4,2024-07-02,2024-07-07
233929,CUST7731,Female,44,Phones,40.43,"United States,San Francisco,California",i.Sound Portable Power - 8000 mAh,Charlie Davis,-20.14,84.78,2,2025-02-01,2025-02-05
274206,CUST3762,Female,57,Bookcases,191.43,"United States,Littleton,Colorado","Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Charlie Davis,-98.8,72.29,1,2023-04-04,2023-04-11
665989,CUST2088,Female,23,Phones,30.32,"United States,Salem,Oregon",i.Sound Portable Power - 8000 mAh,Bob Smith,-20.14,84.78,2,2023-05-17,2023-05-23
384649,CUST6664,Male,43,Paper,5.78,"United States,Salem,Oregon",Xerox 225,Fiona Green,7.26,20.74,4,2024-09-25,2024-09-30
173989,CUST5749,Male,25,Binders,87.76,"United States,Salem,Oregon",Clear Mylar Reinforcing Strips,Ethan Wright,-12.9,16.82,3,2023-04-02,2023-04-09
732080,CUST4439,Female,61,Paper,12.63,"United States,Salem,Oregon",Xerox 1894,Ethan Wright,3.63,10.37,2,2024-10-30,2024-11-03
235334,CUST3980,Female,27,Accessories,25.57,"United States,North Las Vegas,Nevada",Logitech ClearChat Comfort/USB Headset H390,Fiona Green,19.33,58.58,2,2024-11-23,2024-11-30
156673,CUST2193,Female,50,Chairs,65.57,"United States,Seattle,Washington","Global Stack Chair with Arms, Black",Ethan Wright,14.69,167.89,7,2024-11-09,2024-11-16
702721,CUST3721,Female,49,Phones,17.8,"United States,Gresham,Oregon",BlackBerry Q10,Ethan Wright,25.2,403.17,4,2024-02-06,2024-02-13
783910,CUST4502,Male,37,Paper,12.11,"United States,Pocatello,Idaho","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Charlie Davis,8.64,17.64,3,2023-07-04,2023-07-11
860682,CUST2059,Female,19,Binders,97.68,"United States,Pocatello,Idaho","Wilson Jones Hanging View Binder, White, 1""",Fiona Green,5.54,17.04,3,2024-05-17,2024-05-20
109964,CUST1939,Male,26,Storage,51.06,"United States,Los Angeles,California",Rogers Deluxe File Chest,George Lee,0.88,87.92,4,2024-03-22,2024-03-29
836357,CUST6532,Female,18,Paper,9.22,"United States,Los Angeles,California",Xerox 1983,Hannah Brown,2.93,5.98,1,2024-12-01,2024-12-04
959301,CUST3772,Female,21,Fasteners,26.99,"United States,Sierra Vista,Arizona",Staples,Fiona Green,9.86,31.56,5,2023-08-04,2023-08-10
779454,CUST5903,Male,40,Appliances,246.62,"United States,Sierra Vista,Arizona",Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Diana Patel,3.01,30.14,2,2023-10-30,2023-11-03
690860,CUST3923,Female,63,Copiers,93.15,"United States,San Francisco,California",Hewlett Packard 610 Color Digital Copier / Printer,Fiona Green,374.99,1199.98,3,2024-06-24,2024-06-28
632071,CUST9760,Female,48,Paper,12.6,"United States,Los Angeles,California",Xerox 1923,Diana Patel,9.62,20.04,3,2023-12-18,2023-12-24
694544,CUST4842,Female,21,Storage,94.15,"United States,Los Angeles,California",Fellowes Neat Ideas Storage Cubes,Ethan Wright,2.6,64.96,2,2023-05-15,2023-05-18
268625,CUST8044,Male,52,Paper,8.78,"United States,Los Angeles,California",Xerox 1931,Hannah Brown,6.22,12.96,2,2025-01-12,2025-01-18
613227,CUST3978,Female,36,Furnishings,47.41,"United States,Los Angeles,California","C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Hannah Brown,10.37,24.7,5,2024-04-11,2024-04-18
962010,CUST9055,Female,53,Binders,35.94,"United States,Seattle,Washington","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Ethan Wright,12.82,35.35,9,2024-05-15,2024-05-22
339215,CUST1852,Female,33,Bookcases,174.05,"United States,Los Angeles,California",Bush Somerset Collection Bookcase,George Lee,6.55,556.67,5,2024-02-29,2024-03-03
343866,CUST4629,Female,49,Paper,15.73,"United States,Bakersfield,California",Xerox 227,Diana Patel,6.22,12.96,2,2024-02-07,2024-02-10
274024,CUST4689,Male,29,Binders,71.79,"United States,Bakersfield,California","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Diana Patel,8.12,23.2,5,2024-04-10,2024-04-14
428717,CUST2223,Female,43,Appliances,469.56,"United States,San Francisco,California",3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Charlie Davis,44.37,113.76,3,2024-03-01,2024-03-05
685705,CUST3386,Female,39,Storage,162.54,"United States,San Francisco,California",Fellowes Staxonsteel Drawer Files,Fiona Green,81.13,579.51,3,2024-06-01,2024-06-05
289865,CUST4437,Female,38,Storage,168.22,"United States,San Francisco,California",Rogers Profile Extra Capacity Storage Tub,Charlie Davis,6.03,150.66,9,2024-02-15,2024-02-22
455634,CUST1976,Male,56,Binders,57.02,"United States,San Francisco,California","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Fiona Green,15.61,48.03,4,2023-10-31,2023-11-07
255713,CUST7253,Female,41,Chairs,64.3,"United States,Los Angeles,California",Hon Comfortask Task/Swivel Chairs,George Lee,-31.91,638.29,7,2023-07-10,2023-07-16
951365,CUST2794,Male,42,Binders,93.73,"United States,Los Angeles,California",JM Magazine Binder,Fiona Green,4.62,13.21,1,2024-08-15,2024-08-19
767031,CUST7347,Female,28,Paper,8.88,"United States,Los Angeles,California",Xerox 206,George Lee,9.33,19.44,3,2023-12-19,2023-12-26
937821,CUST8865,Male,47,Chairs,20.65,"United States,Los Angeles,California","Global Geo Office Task Chair, Gray",Diana Patel,-36.44,194.35,3,2023-12-06,2023-12-13
786175,CUST2259,Male,23,Binders,59.72,"United States,Los Angeles,California",Aluminum Screw Posts,Alice Johnson,13.73,36.62,3,2023-07-28,2023-08-03
807929,CUST3314,Male,39,Envelopes,43.47,"United States,San Francisco,California",Poly String Tie Envelopes,Ethan Wright,2.88,6.12,3,2023-12-25,2023-12-28
419643,CUST8468,Male,53,Chairs,14.52,"United States,Los Angeles,California",Bevis Steel Folding Chairs,Diana Patel,38.38,383.8,5,2025-02-16,2025-02-21
382342,CUST4853,Male,39,Chairs,74.11,"United States,Glendale,Arizona",Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Bob Smith,105.02,933.54,4,2024-11-15,2024-11-18
878026,CUST5893,Female,42,Storage,69.88,"United States,Glendale,Arizona","Fellowes Personal Hanging Folder Files, Navy",Diana Patel,4.3,42.98,4,2024-10-09,2024-10-12
255988,CUST6260,Female,60,Chairs,56.35,"United States,San Francisco,California",HON 5400 Series Task Chairs for Big and Tall,Alice Johnson,0.0,1121.57,2,2023-11-25,2023-11-28
301590,CUST5808,Male,34,Paper,16.07,"United States,San Diego,California",Xerox 1911,George Lee,68.98,143.7,3,2023-11-04,2023-11-08
761812,CUST6348,Female,21,Supplies,45.8,"United States,Seattle,Washington",Stiletto Hand Letter Openers,Ethan Wright,0.86,28.8,3,2025-01-26,2025-01-31
483781,CUST8710,Female,53,Bookcases,423.75,"United States,Lakewood,California","Bush Westfield Collection Bookcases, Fully Assembled",Alice Johnson,24.24,257.5,3,2023-10-13,2023-10-17
444215,CUST1729,Female,55,Phones,79.54,"United States,Los Angeles,California",PowerGen Dual USB Car Charger,Diana Patel,12.99,39.96,5,2023-10-05,2023-10-10
941258,CUST4154,Female,48,Art,24.76,"United States,Los Angeles,California",Newell 307,Bob Smith,1.53,5.46,3,2023-03-18,2023-03-21
417115,CUST3569,Male,37,Art,45.11,"United States,Los Angeles,California",Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Alice Johnson,21.23,73.2,5,2024-12-28,2025-01-01
950820,CUST2916,Male,32,Binders,10.26,"United States,Los Angeles,California","Angle-D Binders with Locking Rings, Label Holders",Alice Johnson,1.97,5.84,1,2025-02-27,2025-03-04
594447,CUST7811,Male,64,Paper,7.42,"United States,Los Angeles,California","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Ethan Wright,10.22,22.72,4,2024-03-12,2024-03-15
157372,CUST2687,Female,39,Binders,28.65,"United States,Los Angeles,California",Avery Binder Labels,Bob Smith,3.27,9.34,3,2023-04-25,2023-05-01
654195,CUST4921,Female,21,Binders,59.31,"United States,Seattle,Washington",Round Ring Binders,George Lee,2.81,8.32,5,2024-11-24,2024-12-01
180738,CUST9042,Female,44,Furnishings,52.12,"United States,Phoenix,Arizona",Eldon Wave Desk Accessories,Hannah Brown,7.07,23.56,5,2024-05-17,2024-05-20
363837,CUST1857,Female,28,Tables,44.34,"United States,Phoenix,Arizona",Bush Advantage Collection Racetrack Conference Table,Diana Patel,-814.48,1272.63,6,2023-05-28,2023-06-02
514775,CUST1787,Male,48,Binders,33.92,"United States,Phoenix,Arizona",Poly Designer Cover & Back,Hannah Brown,-20.89,28.49,5,2024-12-30,2025-01-04
669766,CUST1047,Female,25,Supplies,55.76,"United States,Phoenix,Arizona",Premier Electric Letter Opener,Diana Patel,-34.76,185.38,2,2024-11-26,2024-11-29
653939,CUST3844,Male,33,Appliances,317.82,"United States,Phoenix,Arizona","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Hannah Brown,5.87,78.27,2,2024-07-26,2024-07-29
265706,CUST5989,Female,19,Furnishings,11.73,"United States,San Francisco,California",Ultra Door Pull Handle,Hannah Brown,10.41,31.56,3,2023-04-30,2023-05-06
706342,CUST8483,Female,33,Binders,70.9,"United States,Hesperia,California",Ibico Laser Imprintable Binding System Covers,Alice Johnson,81.74,251.52,6,2024-09-07,2024-09-12
524347,CUST7927,Male,24,Accessories,41.11,"United States,Hesperia,California",Logitech Wireless Headset h800,Ethan Wright,35.0,99.99,1,2024-03-17,2024-03-20
272371,CUST6208,Male,62,Binders,56.76,"United States,San Clemente,California",Recycled Pressboard Report Cover with Reinforced Top Hinge,Diana Patel,6.56,18.09,7,2024-04-17,2024-04-21
103976,CUST2420,Female,65,Envelopes,35.65,"United States,San Clemente,California","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Bob Smith,35.99,71.97,3,2024-04-14,2024-04-19
599419,CUST3965,Female,45,Binders,76.48,"United States,Riverside,California",Cardinal Holdit Business Card Pockets,George Lee,1.39,3.98,1,2023-05-20,2023-05-25
975113,CUST5935,Female,53,Paper,8.0,"United States,Colorado Springs,Colorado",Xerox 226,Ethan Wright,5.44,15.55,3,2023-04-21,2023-04-24
663402,CUST3189,Female,37,Chairs,44.64,"United States,Colorado Springs,Colorado",SAFCO Arco Folding Chair,Charlie Davis,149.15,1325.76,6,2023-10-11,2023-10-17
257700,CUST1562,Male,62,Binders,90.54,"United States,Colorado Springs,Colorado",Wilson Jones Impact Binders,George Lee,-2.18,3.11,2,2023-11-25,2023-11-30
502866,CUST4972,Male,36,Paper,19.73,"United States,Denver,Colorado",Xerox 1881,Fiona Green,9.95,29.47,3,2024-12-19,2024-12-24
292543,CUST9695,Female,60,Chairs,98.88,"United States,Los Angeles,California","Global Stack Chair without Arms, Black",Charlie Davis,2.6,41.57,2,2023-10-12,2023-10-18
152969,CUST2830,Female,28,Furnishings,75.13,"United States,Scottsdale,Arizona",12-1/2 Diameter Round Wall Clock,Hannah Brown,22.38,111.89,7,2023-05-13,2023-05-18
903345,CUST5190,Female,47,Storage,92.58,"United States,Los Angeles,California","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Fiona Green,1.02,5.98,1,2023-04-16,2023-04-21
622836,CUST6771,Female,63,Phones,31.24,"United States,Los Angeles,California",Cisco Small Business SPA 502G VoIP phone,Charlie Davis,21.54,246.17,3,2023-05-17,2023-05-21
842789,CUST9602,Female,21,Binders,25.27,"United States,Encinitas,California",Computer Printout Index Tabs,George Lee,2.35,6.72,5,2025-02-15,2025-02-19
651273,CUST5807,Male,58,Tables,51.62,"United States,Encinitas,California",Bevis 36 x 72 Conference Tables,Hannah Brown,7.47,298.78,3,2025-01-11,2025-01-16
746145,CUST6569,Female,30,Tables,10.28,"United States,San Francisco,California",Hon 61000 Series Interactive Training Tables,George Lee,-1.78,71.09,2,2023-10-19,2023-10-23
204085,CUST4522,Male,53,Tables,78.67,"United States,Henderson,Nevada",Global Adaptabilities Conference Tables,Bob Smith,320.32,1685.88,6,2024-05-31,2024-06-06
799781,CUST5062,Female,59,Binders,61.27,"United States,Henderson,Nevada",Avery Poly Binder Pockets,George Lee,2.0,5.73,2,2023-10-22,2023-10-29
864211,CUST3303,Female,28,Furnishings,80.03,"United States,Bakersfield,California","Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Diana Patel,14.14,41.6,4,2023-10-25,2023-11-01
570857,CUST7475,Female,42,Paper,10.13,"United States,Los Angeles,California",Xerox 1920,Bob Smith,8.07,17.94,3,2025-03-03,2025-03-10
672908,CUST9898,Male,18,Accessories,67.25,"United States,Seattle,Washington",Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Bob Smith,13.16,93.98,2,2023-08-14,2023-08-20
434316,CUST8756,Female,58,Paper,14.25,"United States,Los Angeles,California","TOPS Money Receipt Book, Consecutively Numbered in Red,",Diana Patel,14.42,32.04,4,2024-06-24,2024-06-28
903225,CUST8163,Male,56,Paper,15.44,"United States,Seattle,Washington",Xerox 1965,Diana Patel,5.86,11.96,2,2024-06-05,2024-06-10
566529,CUST8638,Female,53,Paper,15.12,"United States,Los Angeles,California",Xerox 1920,Hannah Brown,2.69,5.98,1,2023-04-18,2023-04-23
665191,CUST5216,Female,19,Envelopes,63.38,"United States,Seattle,Washington","Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Alice Johnson,26.9,54.9,5,2023-11-20,2023-11-27
457907,CUST6555,Male,50,Accessories,94.68,"United States,Mission Viejo,California",Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Charlie Davis,46.8,120.0,6,2024-11-30,2024-12-03
887425,CUST4437,Male,53,Appliances,177.88,"United States,Mission Viejo,California",Staples,Hannah Brown,2.34,8.67,1,2024-11-22,2024-11-27
688304,CUST3022,Female,18,Accessories,45.83,"United States,Yuma,Arizona",ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,Alice Johnson,48.7,185.53,7,2023-08-03,2023-08-07
915388,CUST3484,Male,43,Paper,13.29,"United States,Los Angeles,California",Xerox 196,Ethan Wright,8.5,17.34,3,2024-04-23,2024-04-28
124219,CUST6335,Female,20,Furnishings,11.23,"United States,Los Angeles,California","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Bob Smith,19.8,282.84,4,2024-12-09,2024-12-14
857715,CUST1476,Male,61,Labels,33.29,"United States,Los Angeles,California",Avery 481,Charlie Davis,13.31,27.72,9,2023-11-26,2023-11-29
310070,CUST2034,Male,61,Storage,189.67,"United States,San Francisco,California",Home/Office Personal File Carts,George Lee,26.07,104.28,3,2023-10-26,2023-11-01
